Date,Open,High,Low,Close,Adj Close,Volume
2018-01-29,1062.800049,1072.670044,1062.099976,1063.130005,1063.130005,0
2018-01-30,1070.349976,1074.849976,1066.829956,1069.790039,1069.790039,0
2018-01-31,1071.699951,1073.739990,1063.430054,1072.540039,1072.540039,0
2018-02-01,1068.729980,1073.859985,1067.150024,1069.020020,1069.020020,0
2018-02-02,1070.449951,1089.589966,1069.699951,1071.180054,1071.180054,0
2018-02-05,1090.150024,1091.130005,1084.020020,1090.010010,1090.010010,0
2018-02-06,1097.150024,1098.489990,1081.319946,1093.300049,1093.300049,0
2018-02-07,1081.599976,1087.099976,1078.420044,1079.260010,1079.260010,0
2018-02-08,1089.199951,1095.170044,1084.640015,1089.420044,1089.420044,0
2018-02-09,1097.849976,1097.849976,1083.689941,1095.859985,1095.859985,0
2018-02-12,1083.250000,1086.180054,1081.050049,1083.170044,1083.170044,0
2018-02-13,1081.349976,1086.699951,1078.849976,1082.609985,1082.609985,0
2018-02-14,1084.699951,1085.150024,1074.660034,1083.770020,1083.770020,0
2018-02-15,1069.979980,1072.420044,1063.130005,1070.010010,1070.010010,0
2018-02-16,1063.099976,1067.290039,1060.520020,1063.069946,1063.069946,0
2018-02-19,1065.800049,1069.160034,1064.599976,1065.630005,1065.630005,0
2018-02-20,1067.550049,1074.930054,1065.739990,1066.709961,1066.709961,0
2018-02-21,1072.349976,1077.199951,1070.050049,1072.540039,1072.540039,0
2018-02-22,1076.189941,1085.760010,1076.189941,1074.859985,1074.859985,0
2018-02-23,1081.260010,1081.260010,1074.219971,1080.079956,1080.079956,0
2018-02-26,1077.000000,1077.010010,1068.069946,1075.000000,1075.000000,0
2018-02-27,1070.219971,1078.849976,1068.010010,1069.699951,1069.699951,0
2018-02-28,1079.449951,1084.089966,1074.650024,1079.390015,1079.390015,0
2018-03-01,1085.250000,1087.739990,1079.599976,1085.349976,1085.349976,0
2018-03-02,1081.910034,1085.319946,1075.650024,1081.949951,1081.949951,0
2018-03-05,1078.900024,1083.079956,1075.670044,1079.209961,1079.209961,0
2018-03-06,1074.849976,1078.000000,1059.489990,1076.660034,1076.660034,0
2018-03-07,1064.349976,1070.569946,1063.939941,1063.160034,1063.160034,0
2018-03-08,1067.099976,1075.449951,1065.849976,1066.150024,1066.150024,0
2018-03-09,1071.869995,1071.869995,1063.739990,1073.459961,1073.459961,0
2018-03-12,1064.329956,1067.420044,1062.260010,1064.050049,1064.050049,0
2018-03-13,1063.829956,1067.569946,1060.829956,1063.859985,1063.859985,0
2018-03-14,1066.060059,1068.689941,1060.239990,1066.400024,1066.400024,0
2018-03-15,1063.030029,1067.849976,1061.630005,1062.550049,1062.550049,0
2018-03-16,1068.839966,1071.560059,1063.780029,1068.750000,1068.750000,0
2018-03-19,1070.099976,1074.300049,1068.310059,1070.209961,1070.209961,0
2018-03-20,1072.140015,1073.030029,1066.949951,1072.160034,1072.160034,0
2018-03-21,1070.770020,1072.829956,1069.410034,1070.550049,1070.550049,0
2018-03-22,1064.140015,1080.469971,1063.880005,1063.959961,1063.959961,0
2018-03-23,1080.500000,1083.520020,1075.089966,1079.900024,1079.900024,0
2018-03-26,1082.869995,1082.880005,1074.560059,1082.530029,1082.530029,0
2018-03-27,1074.329956,1075.729980,1067.130005,1074.300049,1074.300049,0
2018-03-28,1073.349976,1074.520020,1061.959961,1074.119995,1074.119995,0
2018-03-29,1062.949951,1067.709961,1060.449951,1063.410034,1063.410034,0
2018-03-30,1062.020020,1065.540039,1060.290039,1062.000000,1062.000000,0
2018-04-02,1060.550049,1062.060059,1052.000000,1060.989990,1060.989990,0
2018-04-03,1056.229980,1058.849976,1052.819946,1056.160034,1056.160034,0
2018-04-04,1053.760010,1065.719971,1053.650024,1053.729980,1053.729980,0
2018-04-05,1057.369995,1063.300049,1055.500000,1057.430054,1057.430054,0
2018-04-06,1061.689941,1071.180054,1061.689941,1061.640015,1061.640015,0
2018-04-09,1069.630005,1071.310059,1064.229980,1070.459961,1070.459961,0
2018-04-10,1069.689941,1071.739990,1063.030029,1068.770020,1068.770020,0
2018-04-11,1063.829956,1069.680054,1063.229980,1063.380005,1063.380005,0
2018-04-12,1066.119995,1072.579956,1064.359985,1065.750000,1065.750000,0
2018-04-13,1069.930054,1071.420044,1067.030029,1069.979980,1069.979980,0
2018-04-16,1070.569946,1075.089966,1070.160034,1070.660034,1070.660034,0
2018-04-17,1068.459961,1069.839966,1065.069946,1069.520020,1069.520020,0
2018-04-18,1066.199951,1068.489990,1062.599976,1066.089966,1066.089966,0
2018-04-19,1064.969971,1066.920044,1058.150024,1064.069946,1064.069946,0
2018-04-20,1065.280029,1073.229980,1063.800049,1066.239990,1066.239990,0
2018-04-23,1069.949951,1079.520020,1066.250000,1071.410034,1071.410034,0
2018-04-24,1080.260010,1080.260010,1073.949951,1080.180054,1080.180054,0
2018-04-25,1076.849976,1084.050049,1074.000000,1076.750000,1076.750000,0
2018-04-26,1080.599976,1081.119995,1074.650024,1081.170044,1081.170044,0
2018-04-27,1076.829956,1078.689941,1065.969971,1076.790039,1076.790039,0
2018-04-30,1066.939941,1070.229980,1064.770020,1067.599976,1067.599976,0
2018-05-01,1069.410034,1073.119995,1068.359985,1069.449951,1069.449951,0
2018-05-02,1072.260010,1078.130005,1071.599976,1072.520020,1072.520020,0
2018-05-03,1078.869995,1079.910034,1071.839966,1078.810059,1078.810059,0
2018-05-04,1074.349976,1078.660034,1073.459961,1074.119995,1074.119995,0
2018-05-07,1073.189941,1082.800049,1072.119995,1073.329956,1073.329956,0
2018-05-08,1078.300049,1081.130005,1073.900024,1078.390015,1078.390015,0
2018-05-09,1078.430054,1083.319946,1074.849976,1077.560059,1077.560059,0
2018-05-10,1077.829956,1080.439941,1064.709961,1077.979980,1077.979980,0
2018-05-11,1065.949951,1070.770020,1064.010010,1064.369995,1064.369995,0
2018-05-14,1066.810059,1070.010010,1063.959961,1065.949951,1065.949951,0
2018-05-15,1069.300049,1078.609985,1067.900024,1069.160034,1069.160034,0
2018-05-16,1079.410034,1083.180054,1075.439941,1078.859985,1078.859985,0
2018-05-17,1076.930054,1083.410034,1076.400024,1076.489990,1076.489990,0
2018-05-18,1081.069946,1085.770020,1075.750000,1080.910034,1080.910034,0
2018-05-21,1079.939941,1087.270020,1078.939941,1080.510010,1080.510010,0
2018-05-22,1076.660034,1079.469971,1072.339966,1076.510010,1076.510010,0
2018-05-23,1076.400024,1082.890015,1075.719971,1074.199951,1074.199951,0
2018-05-24,1075.209961,1085.219971,1075.209961,1074.790039,1074.790039,0
2018-05-25,1079.199951,1081.869995,1074.489990,1079.229980,1079.229980,0
2018-05-28,1073.790039,1074.920044,1070.530029,1073.650024,1073.650024,0
2018-05-29,1073.949951,1083.800049,1072.750000,1073.170044,1073.170044,0
2018-05-30,1082.750000,1083.040039,1077.310059,1083.930054,1083.930054,0
2018-05-31,1075.739990,1081.550049,1073.170044,1075.030029,1075.030029,0
2018-06-01,1078.349976,1079.180054,1070.910034,1079.949951,1079.949951,0
2018-06-04,1070.839966,1071.969971,1067.000000,1070.359985,1070.359985,0
2018-06-05,1069.969971,1072.790039,1066.780029,1070.530029,1070.530029,0
2018-06-06,1070.300049,1071.040039,1064.719971,1070.290039,1070.290039,0
2018-06-07,1067.209961,1071.300049,1064.750000,1065.150024,1065.150024,0
2018-06-08,1071.969971,1077.699951,1069.609985,1071.329956,1071.329956,0
2018-06-11,1072.699951,1076.140015,1070.910034,1072.650024,1072.650024,0
2018-06-12,1076.329956,1079.219971,1071.859985,1076.380005,1076.380005,0
2018-06-13,1079.250000,1087.010010,1079.160034,1079.250000,1079.250000,0
2018-06-14,1084.760010,1084.780029,1079.550049,1084.699951,1084.699951,0
2018-06-15,1087.750000,1104.500000,1086.250000,1090.770020,1090.770020,0
2018-06-18,1102.439941,1106.160034,1101.780029,1103.819946,1103.819946,0
2018-06-19,1102.680054,1116.739990,1101.739990,1104.160034,1104.160034,0
2018-06-20,1110.920044,1111.540039,1103.050049,1111.119995,1111.119995,0
2018-06-21,1107.380005,1113.979980,1104.459961,1107.719971,1107.719971,0
2018-06-22,1108.619995,1115.479980,1105.189941,1109.630005,1109.630005,0
2018-06-25,1110.849976,1118.270020,1110.849976,1110.530029,1110.530029,0
2018-06-26,1114.699951,1120.369995,1112.380005,1114.030029,1114.030029,0
2018-06-27,1117.949951,1122.459961,1114.540039,1117.599976,1117.599976,0
2018-06-28,1120.599976,1125.540039,1118.699951,1122.780029,1122.780029,0
2018-06-29,1120.400024,1121.599976,1110.290039,1120.540039,1120.540039,0
2018-07-02,1114.160034,1120.900024,1113.540039,1114.510010,1114.510010,0
2018-07-03,1118.199951,1124.060059,1111.050049,1118.170044,1118.170044,0
2018-07-04,1114.099976,1117.969971,1111.739990,1113.339966,1113.339966,0
2018-07-05,1115.020020,1121.209961,1114.579956,1114.310059,1114.310059,0
2018-07-06,1117.760010,1121.239990,1113.530029,1117.760010,1117.760010,0
2018-07-09,1114.280029,1115.630005,1108.770020,1113.650024,1113.650024,0
2018-07-10,1112.479980,1117.810059,1108.300049,1112.479980,1112.479980,0
2018-07-11,1117.800049,1124.719971,1117.800049,1112.560059,1112.560059,0
2018-07-12,1125.680054,1130.239990,1120.800049,1127.170044,1127.170044,0
2018-07-13,1122.729980,1134.449951,1121.119995,1122.650024,1122.650024,0
2018-07-16,1129.530029,1130.229980,1123.500000,1129.849976,1129.849976,0
2018-07-17,1126.000000,1128.250000,1121.199951,1126.900024,1126.900024,0
2018-07-18,1126.300049,1133.939941,1125.300049,1125.550049,1125.550049,0
2018-07-19,1128.400024,1140.599976,1127.650024,1131.089966,1131.089966,0
2018-07-20,1133.400024,1138.689941,1125.900024,1134.479980,1134.479980,0
2018-07-23,1126.750000,1136.920044,1125.329956,1127.160034,1127.160034,0
2018-07-24,1133.319946,1137.390015,1124.500000,1132.449951,1132.449951,0
2018-07-25,1127.050049,1130.050049,1117.699951,1127.979980,1127.979980,0
2018-07-26,1117.050049,1124.189941,1116.260010,1115.750000,1115.750000,0
2018-07-27,1123.060059,1124.459961,1113.300049,1123.150024,1123.150024,0
2018-07-30,1115.099976,1120.520020,1112.709961,1114.599976,1114.599976,0
2018-07-31,1115.500000,1120.310059,1111.599976,1116.670044,1116.670044,0
2018-08-01,1113.010010,1121.989990,1113.000000,1112.199951,1112.199951,0
2018-08-02,1118.099976,1130.790039,1117.000000,1118.599976,1118.599976,0
2018-08-03,1128.650024,1130.219971,1120.400024,1128.150024,1128.150024,0
2018-08-06,1123.400024,1126.869995,1121.150024,1122.900024,1122.900024,0
2018-08-07,1125.579956,1127.300049,1117.400024,1125.400024,1125.400024,0
2018-08-08,1117.270020,1120.550049,1116.300049,1116.250000,1116.250000,0
2018-08-09,1117.520020,1119.849976,1115.000000,1115.949951,1115.949951,0
2018-08-10,1123.069946,1130.420044,1122.099976,1121.890015,1121.890015,0
2018-08-13,1130.750000,1136.160034,1128.989990,1130.900024,1130.900024,0
2018-08-14,1134.699951,1135.900024,1126.000000,1135.969971,1135.969971,0
2018-08-15,1126.599976,1137.050049,1126.599976,1126.750000,1126.750000,0
2018-08-16,1136.300049,1136.300049,1122.500000,1136.380005,1136.380005,0
2018-08-17,1126.229980,1127.839966,1120.800049,1126.239990,1126.239990,0
2018-08-20,1118.819946,1123.719971,1118.449951,1118.500000,1118.500000,0
2018-08-21,1117.479980,1119.949951,1115.099976,1116.880005,1116.880005,0
2018-08-22,1115.969971,1120.229980,1115.969971,1116.099976,1116.099976,0
2018-08-23,1118.020020,1123.410034,1117.750000,1117.500000,1117.500000,0
2018-08-24,1123.199951,1125.640015,1111.599976,1126.150024,1126.150024,0
2018-08-27,1112.050049,1115.890015,1107.300049,1111.170044,1111.170044,0
2018-08-28,1109.739990,1111.390015,1103.300049,1108.229980,1108.229980,0
2018-08-29,1107.260010,1114.219971,1105.599976,1106.880005,1106.880005,0
2018-08-30,1108.780029,1113.410034,1106.180054,1108.449951,1108.449951,0
2018-08-31,1114.890015,1118.180054,1110.800049,1115.449951,1115.449951,0
2018-09-03,1114.780029,1117.540039,1107.500000,1114.810059,1114.810059,0
2018-09-04,1110.199951,1121.339966,1109.800049,1113.500000,1113.500000,0
2018-09-05,1116.800049,1125.239990,1112.750000,1121.300049,1121.300049,0
2018-09-06,1118.510010,1124.540039,1116.459961,1118.099976,1118.099976,0
2018-09-07,1122.650024,1125.300049,1119.000000,1124.699951,1124.699951,0
2018-09-10,1126.829956,1130.150024,1124.849976,1126.849976,1126.849976,0
2018-09-11,1136.750000,1136.750000,1123.020020,1136.770020,1136.770020,0
2018-09-12,1123.819946,1129.449951,1119.500000,1125.300049,1125.300049,0
2018-09-13,1120.589966,1124.050049,1116.500000,1125.750000,1125.750000,0
2018-09-14,1119.030029,1121.369995,1114.599976,1120.550049,1120.550049,0
2018-09-17,1120.979980,1129.150024,1120.900024,1120.900024,1120.900024,0
2018-09-18,1126.520020,1129.900024,1121.099976,1125.619995,1125.619995,0
2018-09-19,1120.829956,1124.949951,1118.300049,1120.800049,1120.800049,0
2018-09-20,1117.699951,1122.380005,1115.900024,1122.250000,1122.250000,0
2018-09-21,1117.719971,1118.469971,1111.599976,1116.400024,1116.400024,0
2018-09-24,1114.150024,1120.939941,1113.930054,1114.099976,1114.099976,0
2018-09-25,1117.800049,1120.010010,1116.400024,1117.849976,1117.849976,0
2018-09-26,1116.599976,1118.180054,1112.900024,1115.829956,1115.829956,0
2018-09-27,1115.119995,1116.000000,1108.800049,1114.170044,1114.170044,0
2018-09-28,1113.280029,1114.479980,1106.199951,1112.310059,1112.310059,0
2018-10-01,1109.020020,1112.199951,1108.030029,1109.010010,1109.010010,0
2018-10-02,1111.920044,1121.660034,1111.920044,1112.250000,1112.250000,0
2018-10-03,1117.500000,1121.599976,1115.900024,1117.500000,1117.500000,0
2018-10-04,1123.300049,1131.599976,1123.300049,1125.420044,1125.420044,0
2018-10-05,1131.699951,1132.130005,1126.800049,1132.900024,1132.900024,0
2018-10-08,1131.130005,1138.750000,1128.530029,1131.099976,1131.099976,0
2018-10-09,1134.050049,1138.089966,1131.000000,1133.199951,1133.199951,0
2018-10-10,1128.800049,1139.829956,1128.800049,1132.400024,1132.400024,0
2018-10-11,1141.680054,1146.089966,1132.300049,1142.849976,1142.849976,0
2018-10-12,1134.300049,1136.430054,1128.650024,1134.300049,1134.300049,0
2018-10-15,1130.640015,1134.640015,1125.800049,1131.189941,1131.189941,0
2018-10-16,1129.300049,1132.270020,1120.599976,1135.170044,1135.170044,0
2018-10-17,1123.030029,1127.900024,1121.069946,1122.150024,1122.150024,0
2018-10-18,1127.150024,1137.439941,1127.150024,1127.099976,1127.099976,0
2018-10-19,1136.699951,1139.790039,1128.000000,1136.599976,1136.599976,0
2018-10-22,1131.170044,1135.560059,1126.459961,1131.599976,1131.599976,0
2018-10-23,1132.719971,1139.079956,1132.689941,1131.250000,1131.250000,0
2018-10-24,1136.800049,1138.609985,1127.979980,1136.640015,1136.640015,0
2018-10-25,1137.569946,1140.569946,1133.699951,1137.560059,1137.560059,0
2018-10-26,1135.079956,1144.579956,1135.079956,1135.229980,1135.229980,0
2018-10-29,1139.560059,1143.500000,1135.209961,1139.500000,1139.500000,0
2018-10-30,1143.099976,1143.319946,1135.900024,1142.079956,1142.079956,0
2018-10-31,1138.979980,1142.109985,1136.800049,1137.699951,1137.699951,0
2018-11-01,1140.949951,1141.709961,1124.099976,1140.969971,1140.969971,0
2018-11-02,1124.000000,1128.410034,1110.199951,1129.050049,1129.050049,0
2018-11-05,1116.109985,1124.790039,1116.000000,1116.099976,1116.099976,0
2018-11-06,1120.579956,1125.520020,1118.500000,1121.560059,1121.560059,0
2018-11-07,1120.380005,1124.900024,1115.599976,1119.949951,1119.949951,0
2018-11-08,1117.170044,1119.869995,1112.300049,1115.369995,1115.369995,0
2018-11-09,1119.689941,1130.680054,1119.689941,1119.569946,1119.569946,0
2018-11-12,1130.880005,1138.969971,1128.380005,1130.949951,1130.949951,0
2018-11-13,1138.250000,1140.540039,1129.400024,1137.459961,1137.459961,0
2018-11-14,1131.209961,1136.880005,1127.400024,1131.130005,1131.130005,0
2018-11-15,1131.119995,1133.670044,1125.800049,1131.199951,1131.199951,0
2018-11-16,1127.219971,1132.270020,1123.599976,1127.000000,1127.000000,0
2018-11-19,1122.750000,1130.579956,1122.599976,1120.400024,1120.400024,0
2018-11-20,1124.400024,1130.140015,1124.400024,1126.189941,1126.189941,0
2018-11-21,1129.349976,1133.469971,1126.000000,1128.400024,1128.400024,0
2018-11-22,1126.800049,1130.680054,1126.760010,1137.310059,1137.310059,0
2018-11-23,1128.199951,1133.310059,1127.000000,1135.500000,1135.500000,0
2018-11-26,1133.310059,1133.550049,1125.199951,1133.500000,1133.500000,0
2018-11-27,1129.410034,1130.750000,1126.250000,1129.030029,1129.030029,0
2018-11-28,1130.359985,1131.670044,1124.400024,1130.369995,1130.369995,0
2018-11-29,1118.599976,1124.040039,1117.000000,1121.119995,1121.119995,0
2018-11-30,1117.079956,1122.869995,1116.800049,1117.020020,1117.020020,0
2018-12-03,1116.949951,1117.900024,1107.719971,1117.150024,1117.150024,0
2018-12-04,1108.380005,1113.250000,1103.000000,1108.300049,1108.300049,0
2018-12-05,1110.609985,1115.790039,1110.030029,1110.630005,1110.630005,0
2018-12-06,1114.199951,1123.689941,1113.099976,1111.660034,1111.660034,0
2018-12-07,1119.479980,1124.750000,1115.050049,1119.599976,1119.599976,0
2018-12-10,1123.479980,1130.660034,1121.170044,1122.699951,1122.699951,0
2018-12-11,1131.550049,1133.310059,1125.099976,1131.500000,1131.500000,0
2018-12-12,1126.300049,1130.250000,1122.800049,1127.619995,1127.619995,0
2018-12-13,1123.310059,1126.339966,1120.300049,1123.849976,1123.849976,0
2018-12-14,1127.020020,1134.819946,1123.280029,1127.020020,1127.020020,0
2018-12-17,1131.459961,1132.599976,1128.699951,1131.650024,1131.650024,0
2018-12-18,1128.199951,1131.439941,1125.599976,1128.150024,1128.150024,0
2018-12-19,1125.050049,1127.099976,1118.699951,1125.069946,1125.069946,0
2018-12-20,1127.819946,1130.849976,1118.900024,1128.130005,1128.130005,0
2018-12-21,1121.800049,1125.969971,1118.699951,1120.030029,1120.030029,0
2018-12-24,1127.630005,1127.630005,1122.390015,1127.500000,1127.500000,0
2018-12-25,1123.569946,1125.550049,1121.800049,1123.229980,1123.229980,0
2018-12-26,1122.729980,1126.449951,1122.500000,1122.630005,1122.630005,0
2018-12-27,1122.530029,1123.599976,1118.099976,1123.520020,1123.520020,0
2018-12-28,1118.199951,1121.270020,1113.329956,1119.599976,1119.599976,0
2018-12-31,1116.349976,1116.349976,1108.500000,1116.300049,1116.300049,0
2019-01-01,1112.449951,1113.400024,1111.000000,1112.500000,1112.500000,0
